"gene","cell","garp_score","p_value"
"CSE1L","KP-3","-0.2984269","0.185"
"CSE1L","KP-4","-0.3113551","0.016"
"CSE1L","MIA PaCa-2","-0.3929251","0.002"
"CSE1L","PANC-1","-0.3881291","0.013"
"CSE1L","PL45","-0.2500206","0.313"
"CSE1L","PaTu_8988S","-0.3862583","0.004"
"CSE1L","PaTu_8988T","-0.4542317","0.001"
"CSE1L","Panc 02.03","-0.7515309","0.01"
"CSE1L","Panc 03.27","-0.6667898","0.013"
"CSE1L","Panc 04.03","-0.2968213","0.175"
"CSE1L","Panc 05.04","-0.2424626","0.623"
"CSE1L","Panc 08.13","-0.6433653","0.004"
"CSE1L","Panc 10.05","-0.4971976","0.022"
"CSE1L","RWP-1","-0.3552842","0.125"
"CSE1L","SK-PC-1","-0.3572356","0.05"
"CSE1L","SK-PC-3","-0.3487704","0.555"
"CSE1L","SU.86.86","-0.3768081","0.033"
"CSE1L","SW1990","-0.1281549","0.644"
"CYCS","BT-20","-0.4149871","0.165"
"CYCS","BT-474","-0.2502944","0.36"
"CYCS","BT-549","-0.2663823","0.518"
"CYCS","CAL-51","-0.1230519","0.576"
"CYCS","CAMA-1","-0.08585788","0.953"
"CYCS","EFM-19","-0.1101855","0.578"
"CYCS","HCC1143","-0.097352","0.867"
"CYCS","HCC1187","-0.197052","0.652"
"CYCS","HCC1395","-0.2983169","0.443"
"CYCS","HCC1419","-0.5123923","0.049"
"CYCS","HCC1428","-1.233792","0.045"
"CYCS","HCC1500","-0.2447579","0.349"
"CYCS","HCC1806","-0.2128658","0.791"
"CYCS","HCC1937","-0.09288619","0.601"
"CYCS","HCC1954","-0.1106781","0.637"
"CYCS","HCC38","-0.1217994","0.784"
"CYCS","Hs 578T","-0.05332867","0.615"
"CYCS","KPL-1","-0.04249138","0.883"
"CYCS","MCF7","-0.02830148","0.696"
"CYCS","MDA-MB-157","-0.1079438","0.663"
"CYCS","MDA-MB-231","-0.05270005","0.796"
"CYCS","MDA-MB-361","-0.239125","0.412"
"CYCS","MDA-MB-436","-0.2526211","0.503"
"CYCS","MDA-MB-453","-0.07084898","0.274"
"CYCS","MDA-MB-468","-0.09270792","0.553"
"CYCS","SK-BR-3","-0.05187546","0.936"
"CYCS","SW527","-0.1688844","0.367"
"CYCS","T-47D","-0.2479347","0.459"
"CYCS","ZR-75-1","-0.2122007","0.594"
"CYCS","609050M","-0.1720602","0.515"
"CYCS","A2780","0.01956141","0.837"
"CYCS","A2780_CIS","-0.07442315","0.577"
"CYCS","MM_OVCAR432_Bast_1","-0.05688317","0.974"
"CYCS","OV-1946","-0.6054676","0.292"
"CYCS","OV-90","-0.1676121","0.449"
"CYCS","OVCA1369_TR","-3.392488","0.041"
"CYCS","OVCA433_Bast","-0.613879","0.507"
"CYCS","OVCA5","-0.3003717","0.235"
"CYCS","OVCA8","-0.07276663","0.854"
"CYCS","OVCAR-3","-0.1558182","0.816"
"CYCS","SK-OV-3","0.03286118","0.972"
"CYCS","TOV-1946","-0.4908179","0.293"
"CYCS","TOV-2223G","-0.1815033","0.437"
"CYCS","TOV-3133G","0.004232964","0.944"
"CYCS","AsPC-1","-0.07643504","0.739"
"CYCS","BxPC-3","-0.3146183","0.392"
"CYCS","CFPAC-1","0.02532839","0.998"
"CYCS","Capan-2","0.02148379","0.974"
"CYCS","HPAC","-0.1702575","0.135"
"CYCS","HPAF-II","-0.09488024","0.739"
"CYCS","HPDE","-1.505318","0.601"
"CYCS","Hs 766T","-1.078621","0.106"
"CYCS","IMIM-PC-1","-0.07116617","0.802"
"CYCS","IMIM-PC-2","-0.1193303","0.282"
"CYCS","KP-3","-0.2629676","0.251"
"CYCS","KP-4","-0.02162975","0.902"
"CYCS","MIA PaCa-2","-0.0275778","0.841"
"CYCS","PANC-1","-0.08138241","0.668"
"CYCS","PL45","-0.1592556","0.585"
"CYCS","PaTu_8988S","-0.04005472","0.712"
"CYCS","PaTu_8988T","-0.09865201","0.504"
"CYCS","Panc 02.03","-0.2513425","0.448"
"CYCS","Panc 03.27","-0.1213467","0.447"
"CYCS","Panc 04.03","-0.328395","0.132"
"CYCS","Panc 05.04","-0.5314947","0.084"
"CYCS","Panc 08.13","-0.1374008","0.395"
"CYCS","Panc 10.05","-0.1586044","0.421"
"CYCS","RWP-1","-0.3450302","0.132"
"CYCS","SK-PC-1","-0.1813225","0.354"
"CYCS","SK-PC-3","-0.4929482","0.326"
"CYCS","SU.86.86","-0.1006302","0.412"
"CYCS","SW1990","-0.1816316","0.464"
"CYLD","BT-20","-0.5613249","0.064"
"CYLD","BT-474","-0.2861884","0.289"
"CYLD","BT-549","-0.321114","0.409"
"CYLD","CAL-51","-0.1825212","0.304"
"CYLD","CAMA-1","-0.4970969","0.173"
"CYLD","EFM-19","-0.2738948","0.158"
"CYLD","HCC1143","-0.8574165","0.077"
"CYLD","HCC1187","-0.4722421","0.184"
"CYLD","HCC1395","-0.5200291","0.148"
"CYLD","HCC1419","-0.2009643","0.415"
"CYLD","HCC1428","-0.2641204","0.679"
"CYLD","HCC1500","-0.2403893","0.352"
"CYLD","HCC1806","-0.5689611","0.315"
"CYLD","HCC1937","-0.4527557","0.069"
"CYLD","HCC1954","-0.3462281","0.136"
"CYLD","HCC38","-0.2529034","0.471"
"CYLD","Hs 578T","-0.03754253","0.719"
"CYLD","KPL-1","-0.05534368","0.792"
"CYLD","MCF7","-0.1306654","0.172"
"CYLD","MDA-MB-157","-0.4258966","0.074"
"CYLD","MDA-MB-231","-0.8657386","0.017"
"CYLD","MDA-MB-361","-0.284469","0.325"
"CYLD","MDA-MB-436","-0.6211971","0.083"
"CYLD","MDA-MB-453","0.0324171","0.961"
"CYLD","MDA-MB-468","-0.04802093","0.74"
"CYLD","SK-BR-3","-0.4010795","0.328"
"CYLD","SW527","-0.3044044","0.093"
"CYLD","T-47D","-0.5301207","0.069"
"CYLD","ZR-75-1","-0.4897761","0.153"
"CYLD","609050M","-0.3170604","0.209"
"CYLD","A2780","-0.1021641","0.351"
"CYLD","A2780_CIS","-0.4330523","0.032"
"CYLD","MM_OVCAR432_Bast_1","-0.8952883","0.226"
"CYLD","OV-1946","-0.7470953","0.163"
"CYLD","OV-90","-0.311558","0.178"
"CYLD","OVCA1369_TR","-2.131367","0.151"
"CYLD","OVCA433_Bast","-1.29466","0.052"
"CYLD","OVCA5","-0.2441101","0.314"
"CYLD","OVCA8","-0.4485269","0.161"
"CYLD","OVCAR-3","-0.7182146","0.276"
"CYLD","SK-OV-3","-0.1487764","0.223"
"CYLD","TOV-1946","-0.4850796","0.302"
"CYLD","TOV-2223G","-0.4423828","0.149"
"CYLD","TOV-3133G","-0.2783648","0.156"
"CYLD","AsPC-1","-0.3035259","0.102"
"CYLD","BxPC-3","-0.813853","0.021"
"CYLD","CFPAC-1","-0.169659","0.128"
"CYLD","Capan-2","-0.08352683","0.447"
"CYLD","HPAC","-0.2427098","0.032"
"CYLD","HPAF-II","-0.3131847","0.15"
"CYLD","HPDE","-2.543598","0.331"
"CYLD","Hs 766T","-0.9414164","0.203"
"CYLD","IMIM-PC-1","-0.1638586","0.267"
"CYLD","IMIM-PC-2","-0.1798527","0.125"
"CYLD","KP-3","-0.3861609","0.088"
"CYLD","KP-4","-0.1180059","0.316"
"CYLD","MIA PaCa-2","-0.09033294","0.435"
"CYLD","PANC-1","-0.178137","0.272"
"CYLD","PL45","-0.485051","0.016"
"CYLD","PaTu_8988S","-0.1743402","0.162"
"CYLD","PaTu_8988T","-0.1947356","0.165"
"CYLD","Panc 02.03","-0.4488424","0.112"
"CYLD","Panc 03.27","-0.130991","0.409"
"CYLD","Panc 04.03","-0.4910438","0.024"
"CYLD","Panc 05.04","-0.4020119","0.247"
"CYLD","Panc 08.13","-0.262689","0.11"
"CYLD","Panc 10.05","-0.2357498","0.233"
"CYLD","RWP-1","-0.5701504","0.027"
"CYLD","SK-PC-1","-0.2316827","0.226"
"CYLD","SK-PC-3","-0.505767","0.308"
"CYLD","SU.86.86","-0.2379495","0.107"
"CYLD","SW1990","-0.3558839","0.078"
"DIABLO","BT-20","-0.1815482","0.558"
"DIABLO","BT-474","-0.1531594","0.581"
"DIABLO","BT-549","-0.5202816","0.169"
"DIABLO","CAL-51","-0.2783882","0.115"
"DIABLO","CAMA-1","-0.2461693","0.59"
"DIABLO","EFM-19","-0.2890616","0.135"
"DIABLO","HCC1143","-0.6471177","0.177"
"DIABLO","HCC1187","-0.2718447","0.488"
"DIABLO","HCC1395","-0.1838272","0.687"
"DIABLO","HCC1419","-0.09554487","0.753"
"DIABLO","HCC1428","-0.700562","0.257"
"DIABLO","HCC1500","-0.2780651","0.283"
"DIABLO","HCC1806","-0.9647402","0.047"
"DIABLO","HCC1937","-0.09190691","0.602"
"DIABLO","HCC1954","-0.3197319","0.167"
"DIABLO","HCC38","-0.139041","0.735"
"DIABLO","Hs 578T","-0.05516615","0.605"
"DIABLO","KPL-1","-0.1039472","0.401"
"DIABLO","MCF7","-0.001452573","0.883"
"DIABLO","MDA-MB-157","-0.1323021","0.587"
"DIABLO","MDA-MB-231","-0.3734392","0.19"
"DIABLO","MDA-MB-361","-0.2964358","0.292"
"DIABLO","MDA-MB-436","-0.4565906","0.188"
"DIABLO","MDA-MB-453","-0.07258242","0.265"
"DIABLO","MDA-MB-468","-0.1465352","0.367"
"DIABLO","SK-BR-3","-0.2364628","0.596"
"DIABLO","SW527","-0.2588099","0.146"
"DIABLO","T-47D","-0.5330254","0.069"
"DIABLO","ZR-75-1","-0.3448429","0.328"
"DIABLO","609050M","-0.2041782","0.426"
"DIABLO","A2780","-0.1104689","0.326"
"DIABLO","A2780_CIS","-0.2690468","0.12"
"DIABLO","MM_OVCAR432_Bast_1","-1.449414","0.02"
"DIABLO","OV-1946","-0.649748","0.242"
"DIABLO","OV-90","-0.1410319","0.526"
"DIABLO","OVCA1369_TR","-0.7807679","0.568"
"DIABLO","OVCA433_Bast","-0.9925473","0.174"
"DIABLO","OVCA5","-0.5275881","0.06"
"DIABLO","OVCA8","-0.7475876","0.009"
"DIABLO","OVCAR-3","-1.098123","0.095"
"DIABLO","SK-OV-3","-0.03517351","0.712"
"DIABLO","TOV-1946","-0.5433521","0.23"
"DIABLO","TOV-2223G","-0.2282231","0.36"
"DIABLO","TOV-3133G","-0.1475024","0.387"
"DIABLO","AsPC-1","-0.1426116","0.482"
"DIABLO","BxPC-3","-0.3560174","0.317"
"DIABLO","CFPAC-1","-0.1081906","0.32"
"DIABLO","Capan-2","-0.06091462","0.567"
"DIABLO","HPAC","-0.1152315","0.294"
"DIABLO","HPAF-II","-0.1771402","0.454"
"DIABLO","HPDE","-2.381884","0.36"
"DIABLO","Hs 766T","-0.5093822","0.725"
"DIABLO","IMIM-PC-1","-0.1032989","0.573"
"DIABLO","IMIM-PC-2","-0.3100958","0.022"
"DIABLO","KP-3","-0.1492491","0.553"
"DIABLO","KP-4","-0.2110531","0.07"
"DIABLO","MIA PaCa-2","-0.09850989","0.393"
"DIABLO","PANC-1","-0.1430074","0.386"
"DIABLO","PL45","-0.293688","0.225"
"DIABLO","PaTu_8988S","-0.2067119","0.103"
"DIABLO","PaTu_8988T","-0.246188","0.074"
"DIABLO","Panc 02.03","-0.2005434","0.614"
"DIABLO","Panc 03.27","-0.1633923","0.289"
"DIABLO","Panc 04.03","-0.1782619","0.499"
"DIABLO","Panc 05.04","-0.2472588","0.612"
"DIABLO","Panc 08.13","-0.122917","0.453"
"DIABLO","Panc 10.05","-0.2856413","0.146"
"DIABLO","RWP-1","-0.2105331","0.294"
"DIABLO","SK-PC-1","-0.2531729","0.178"
"DIABLO","SK-PC-3","-0.61168","0.171"
"DIABLO","SU.86.86","-0.2921157","0.058"
"DIABLO","SW1990","-0.2455663","0.253"
"ENDOG","BT-20","-0.3702752","0.222"
"ENDOG","BT-474","-0.3749053","0.181"
"ENDOG","BT-549","-0.148563","0.774"
"ENDOG","CAL-51","-0.1142008","0.621"
"ENDOG","CAMA-1","-0.4563335","0.229"
"ENDOG","EFM-19","-0.2723582","0.161"
"ENDOG","HCC1143","-0.3116043","0.537"
"ENDOG","HCC1187","-0.426785","0.216"
"ENDOG","HCC1395","-0.3035965","0.44"
"ENDOG","HCC1419","-0.06026303","0.867"
"ENDOG","HCC1428","-0.2123075","0.741"
"ENDOG","HCC1500","-0.2805624","0.278"
"ENDOG","HCC1806","-0.5892439","0.291"
"ENDOG","HCC1937","-0.2098771","0.326"
"ENDOG","HCC1954","-0.1029808","0.672"
"ENDOG","HCC38","-0.2359374","0.516"
"ENDOG","Hs 578T","-0.1258238","0.286"
"ENDOG","KPL-1","-0.08040511","0.574"
"ENDOG","MCF7","-0.006684672","0.851"
"ENDOG","MDA-MB-157","-0.1660375","0.471"
"ENDOG","MDA-MB-231","-0.2080304","0.455"
"ENDOG","MDA-MB-361","-0.3748249","0.177"
"ENDOG","MDA-MB-436","-0.3285427","0.353"
"ENDOG","MDA-MB-453","-0.005137313","0.635"
"ENDOG","MDA-MB-468","-0.2729935","0.169"
"ENDOG","SK-BR-3","-0.6026947","0.125"
"ENDOG","SW527","-0.1750902","0.353"
"ENDOG","T-47D","-0.5055368","0.079"
"ENDOG","ZR-75-1","-0.09796878","0.884"
"ENDOG","609050M","-0.07411234","0.858"
"ENDOG","A2780","0.02844387","0.87"
"ENDOG","A2780_CIS","-0.1486811","0.324"
"ENDOG","MM_OVCAR432_Bast_1","-0.6539306","0.43"
"ENDOG","OV-1946","-0.320744","0.678"
"ENDOG","OV-90","-0.1691329","0.446"
"ENDOG","OVCA1369_TR","-2.745306","0.082"
"ENDOG","OVCA433_Bast","-0.3435479","0.798"
"ENDOG","OVCA5","-0.3560728","0.174"
"ENDOG","OVCA8","-0.1035845","0.776"
"ENDOG","OVCAR-3","-1.092011","0.095"
"ENDOG","SK-OV-3","-0.2648159","0.066"
"ENDOG","TOV-1946","-0.3049585","0.586"
"ENDOG","TOV-2223G","-0.353311","0.22"
"ENDOG","TOV-3133G","-0.3460675","0.113"
"ENDOG","AsPC-1","-0.297798","0.111"
"ENDOG","BxPC-3","-0.04804701","0.955"
"ENDOG","CFPAC-1","-0.06624434","0.562"
"ENDOG","Capan-2","-0.1974","0.143"
"ENDOG","HPAC","0.002697512","0.972"
"ENDOG","HPAF-II","-0.1101261","0.68"
"ENDOG","HPDE","-0.5751135","0.854"
"ENDOG","Hs 766T","-0.6235881","0.582"
"ENDOG","IMIM-PC-1","-0.1555937","0.303"
"ENDOG","IMIM-PC-2","-0.147611","0.19"
"ENDOG","KP-3","-0.2389065","0.308"
"ENDOG","KP-4","-0.1083134","0.362"
"ENDOG","MIA PaCa-2","-0.06017819","0.618"
"ENDOG","PANC-1","-0.106552","0.529"
"ENDOG","PL45","-0.09149617","0.815"
"ENDOG","PaTu_8988S","-0.2055275","0.106"
"ENDOG","PaTu_8988T","-0.1306485","0.342"
"ENDOG","Panc 02.03","-0.1347853","0.847"
"ENDOG","Panc 03.27","-0.155426","0.308"
"ENDOG","Panc 04.03","-0.137453","0.64"
"ENDOG","Panc 05.04","-0.2126829","0.693"
"ENDOG","Panc 08.13","-0.1180814","0.47"
"ENDOG","Panc 10.05","-0.07202391","0.723"
"ENDOG","RWP-1","-0.01775589","0.84"
"ENDOG","SK-PC-1","-0.1507966","0.463"
"ENDOG","SK-PC-3","-0.1739079","0.9"
"ENDOG","SU.86.86","-0.177893","0.203"
"ENDOG","SW1990","-0.07909854","0.847"
"FADD","BT-20","-0.3825943","0.21"
"FADD","BT-474","-0.3245623","0.241"
"FADD","BT-549","-0.07244985","0.93"
"FADD","CAL-51","-0.1854483","0.298"
"FADD","CAMA-1","-0.3625329","0.347"
"FADD","EFM-19","-0.1000309","0.608"
"FADD","HCC1143","-0.7260311","0.133"
"FADD","HCC1187","-0.5868678","0.092"
"FADD","HCC1395","-0.3813759","0.315"
"FADD","HCC1419","-0.3737308","0.137"
"FADD","HCC1428","-0.8639679","0.168"
"FADD","HCC1500","-0.1170341","0.688"
"FADD","HCC1806","-0.4547235","0.461"
"FADD","HCC1937","-0.6084725","0.019"
"FADD","HCC1954","-0.1443142","0.508"
"FADD","HCC38","-0.3410737","0.306"
"FADD","Hs 578T","-0.5378738","0.005"
"FADD","KPL-1","-0.08831052","0.51"
"FADD","MCF7","-0.0865199","0.326"
"FADD","MDA-MB-157","-0.4091607","0.082"
"FADD","MDA-MB-231","-0.5775045","0.06"
"FADD","MDA-MB-361","-0.1162578","0.708"
"FADD","MDA-MB-436","-0.4970078","0.146"
"FADD","MDA-MB-453","-0.3055531","0.019"
"FADD","MDA-MB-468","-0.2396548","0.204"
"FADD","SK-BR-3","-0.2094683","0.648"
"FADD","SW527","-0.1617855","0.386"
"FADD","T-47D","-0.2569025","0.438"
"FADD","ZR-75-1","-0.28014","0.449"
"FADD","609050M","-0.2639533","0.308"
"FADD","A2780","0.001357324","0.761"
"FADD","A2780_CIS","-0.2501173","0.144"
"FADD","MM_OVCAR432_Bast_1","-0.3774192","0.728"
"FADD","OV-1946","-0.4490213","0.483"
"FADD","OV-90","-0.7729219","0.01"
"FADD","OVCA1369_TR","-2.401895","0.114"
"FADD","OVCA433_Bast","-0.7335202","0.381"
"FADD","OVCA5","-0.3263718","0.202"
"FADD","OVCA8","-0.3532101","0.269"
"FADD","OVCAR-3","-0.3729342","0.553"
"FADD","SK-OV-3","-0.1518112","0.217"
"FADD","TOV-1946","-0.3835769","0.447"
"FADD","TOV-2223G","-1.073222","0.011"
"FADD","TOV-3133G","-0.1794441","0.307"
"FADD","AsPC-1","-0.01080278","0.953"
"FADD","BxPC-3","-0.2676357","0.485"
"FADD","CFPAC-1","-0.1225004","0.256"
"FADD","Capan-2","-0.3702602","0.032"
"FADD","HPAC","-0.0397247","0.731"
"FADD","HPAF-II","-0.03581277","0.934"
"FADD","HPDE","-6.082918","0.027"
"FADD","Hs 766T","-0.8370391","0.312"
"FADD","IMIM-PC-1","-0.2938577","0.061"
"FADD","IMIM-PC-2","-0.07055113","0.53"
"FADD","KP-3","-0.3742563","0.095"
"FADD","KP-4","-0.09931182","0.412"
"FADD","MIA PaCa-2","-0.04417557","0.712"
"FADD","PANC-1","-0.1206544","0.478"
"FADD","PL45","-0.3403858","0.131"
"FADD","PaTu_8988S","-0.1827004","0.135"
"FADD","PaTu_8988T","-0.0702476","0.692"
"FADD","Panc 02.03","-0.783623","0.006"
"FADD","Panc 03.27","-0.2110714","0.185"
"FADD","Panc 04.03","-0.06082019","0.875"
"FADD","Panc 05.04","-0.6945863","0.016"
"FADD","Panc 08.13","-0.1072098","0.52"
"FADD","Panc 10.05","-0.2281204","0.244"
"FADD","RWP-1","-0.08394197","0.63"
"FADD","SK-PC-1","-0.2328156","0.224"
"FADD","SK-PC-3","-0.6110048","0.172"
"FADD","SU.86.86","-0.143928","0.294"
"FADD","SW1990","-0.1896437","0.437"
"FAS","BT-20","-0.262164","0.383"
"FAS","BT-474","-0.2022879","0.457"
"FAS","BT-549","-0.211959","0.63"
"FAS","CAL-51","-0.09639429","0.734"
"FAS","CAMA-1","-0.3729171","0.334"
"FAS","EFM-19","0.01985275","0.968"
"FAS","HCC1143","-0.4714277","0.357"
"FAS","HCC1187","-0.1658067","0.715"
"FAS","HCC1395","-0.4373049","0.238"
"FAS","HCC1419","-0.1033806","0.73"
"FAS","HCC1428","-0.1273309","0.864"
"FAS","HCC1500","-0.1162923","0.691"
"FAS","HCC1806","-0.1413759","0.878"
"FAS","HCC1937","-0.1501665","0.455"
"FAS","HCC1954","-0.2167937","0.322"
"FAS","HCC38","-0.2333541","0.523"
"FAS","Hs 578T","0.0122797","0.929"
"FAS","KPL-1","-0.1535836","0.193"
"FAS","MCF7","-0.1404337","0.152"
"FAS","MDA-MB-157","-0.3258085","0.153"
"FAS","MDA-MB-231","-0.4532535","0.113"
"FAS","MDA-MB-361","-0.1023577","0.747"
"FAS","MDA-MB-436","-0.4725985","0.173"
"FAS","MDA-MB-453","-0.04953533","0.332"
"FAS","MDA-MB-468","-0.2678875","0.172"
"FAS","SK-BR-3","-0.1620384","0.744"
"FAS","SW527","-0.07418371","0.688"
"FAS","T-47D","-0.1319446","0.762"
"FAS","ZR-75-1","-0.2324561","0.542"
"FAS","609050M","-0.3214203","0.203"
"FAS","A2780","-0.02282011","0.661"
"FAS","A2780_CIS","-0.2964","0.102"
"FAS","MM_OVCAR432_Bast_1","-0.2237734","0.877"
"FAS","OV-1946","-0.2387308","0.805"
"FAS","OV-90","-0.2368007","0.302"
"FAS","OVCA1369_TR","-0.4332516","0.787"
"FAS","OVCA433_Bast","-0.267361","0.868"
"FAS","OVCA5","-0.1923962","0.423"
"FAS","OVCA8","-0.06217049","0.881"
"FAS","OVCAR-3","-0.1915645","0.764"
"FAS","SK-OV-3","-0.1997264","0.138"
"FAS","TOV-1946","-0.1796626","0.804"
"FAS","TOV-2223G","-0.1034544","0.606"
"FAS","TOV-3133G","-0.2454808","0.193"
"FAS","AsPC-1","-0.2134222","0.278"
"FAS","BxPC-3","-0.176792","0.667"
"FAS","CFPAC-1","-0.0001875266","0.961"
"FAS","Capan-2","-0.1522582","0.222"
"FAS","HPAC","-0.06913008","0.528"
"FAS","HPAF-II","-0.1918135","0.411"
"FAS","HPDE","-5.546775","0.044"
"FAS","Hs 766T","-0.5764749","0.645"
"FAS","IMIM-PC-1","-0.2502285","0.106"
"FAS","IMIM-PC-2","0.0005360135","0.962"
"FAS","KP-3","-0.2640058","0.246"
"FAS","KP-4","-0.0009816571","0.978"
"FAS","MIA PaCa-2","-0.05101315","0.668"
"FAS","PANC-1","-0.1180518","0.486"
"FAS","PL45","-0.1713383","0.548"
"FAS","PaTu_8988S","-0.002949641","0.928"
"FAS","PaTu_8988T","-0.1002941","0.493"
"FAS","Panc 02.03","-0.3463355","0.242"
"FAS","Panc 03.27","-0.1190644","0.457"
"FAS","Panc 04.03","-0.161297","0.548"
"FAS","Panc 05.04","-0.1984677","0.722"
"FAS","Panc 08.13","-0.09741434","0.567"
"FAS","Panc 10.05","-0.1380359","0.485"
"FAS","RWP-1","-0.2415044","0.251"
"FAS","SK-PC-1","-0.1138627","0.604"
"FAS","SK-PC-3","-0.3870161","0.49"
"FAS","SU.86.86","-0.08277816","0.479"
"FAS","SW1990","-0.1685952","0.506"
"FASLG","BT-20","-0.2690317","0.367"
"FASLG","BT-474","-0.2919718","0.284"
"FASLG","BT-549","-0.8026372","0.037"
"FASLG","CAL-51","-0.1936573","0.275"
"FASLG","CAMA-1","-0.3541601","0.365"
"FASLG","EFM-19","-0.1320962","0.512"
"FASLG","HCC1143","-0.8534505","0.077"
"FASLG","HCC1187","-0.7348273","0.033"
"FASLG","HCC1395","-0.559256","0.118"
"FASLG","HCC1419","-0.1932714","0.431"
"FASLG","HCC1428","-0.9828656","0.125"
"FASLG","HCC1500","-0.2145694","0.417"
"FASLG","HCC1806","-1.223229","0.01"
"FASLG","HCC1937","-0.2570371","0.247"
"FASLG","HCC1954","-0.2262686","0.303"
"FASLG","HCC38","-0.3549524","0.276"
"FASLG","Hs 578T","-0.07714804","0.485"
"FASLG","KPL-1","-0.2700753","0.037"
"FASLG","MCF7","-0.1845162","0.097"
"FASLG","MDA-MB-157","-0.4497488","0.065"
"FASLG","MDA-MB-231","-0.3053538","0.284"
"FASLG","MDA-MB-361","-0.2572289","0.386"
"FASLG","MDA-MB-436","-0.3196913","0.367"
"FASLG","MDA-MB-453","-0.09739575","0.19"
"FASLG","MDA-MB-468","-0.3633427","0.087"
"FASLG","SK-BR-3","-0.3256983","0.446"
"FASLG","SW527","-0.3771025","0.046"
"FASLG","T-47D","-0.2863599","0.373"
"FASLG","ZR-75-1","-0.224668","0.564"
"FASLG","609050M","-0.1953285","0.448"
"FASLG","A2780","-0.3013777","0.062"
"FASLG","A2780_CIS","-0.2125285","0.193"
"FASLG","MM_OVCAR432_Bast_1","-1.047463","0.137"
"FASLG","OV-1946","-0.3973165","0.555"
"FASLG","OV-90","-0.534394","0.055"
"FASLG","OVCA1369_TR","-1.074033","0.454"
"FASLG","OVCA433_Bast","-1.264719","0.06"
"FASLG","OVCA5","-0.5837116","0.041"
"FASLG","OVCA8","-0.5182075","0.089"
"FASLG","OVCAR-3","-0.9454882","0.148"
"FASLG","SK-OV-3","-0.1291428","0.283"
"FASLG","TOV-1946","-0.5359907","0.238"
"FASLG","TOV-2223G","-0.1631642","0.478"
"FASLG","TOV-3133G","-0.2189886","0.231"
"FASLG","AsPC-1","-0.3104021","0.091"
"FASLG","BxPC-3","-0.6481986","0.053"
"FASLG","CFPAC-1","-0.133806","0.222"
"FASLG","Capan-2","-0.09391677","0.408"
"FASLG","HPAC","-0.1922968","0.098"
"FASLG","HPAF-II","-0.4762432","0.031"
"FASLG","HPDE","-3.059375","0.228"
"FASLG","Hs 766T","-0.6220437","0.583"
"FASLG","IMIM-PC-1","-0.1087428","0.536"
"FASLG","IMIM-PC-2","-0.1446206","0.197"
"FASLG","KP-3","-0.1378049","0.584"
"FASLG","KP-4","-0.2154175","0.066"
"FASLG","MIA PaCa-2","-0.1729758","0.144"
"FASLG","PANC-1","-0.2315009","0.123"
"FASLG","PL45","-0.3140777","0.178"
"FASLG","PaTu_8988S","-0.1938611","0.114"
"FASLG","PaTu_8988T","-0.1982685","0.155"
"FASLG","Panc 02.03","-0.4580935","0.107"
"FASLG","Panc 03.27","-0.3119184","0.083"
"FASLG","Panc 04.03","-0.1835311","0.48"
"FASLG","Panc 05.04","-0.4974244","0.121"
"FASLG","Panc 08.13","-0.2390506","0.129"
"FASLG","Panc 10.05","-0.2500388","0.2"
"FASLG","RWP-1","-0.1990169","0.318"
"FASLG","SK-PC-1","-0.388531","0.034"
"FASLG","SK-PC-3","-0.5798476","0.21"
"FASLG","SU.86.86","-0.2548043","0.088"
"FASLG","SW1990","-0.2372229","0.28"
"GAPDH","BT-20","-0.2074099","0.503"
"GAPDH","BT-474","-0.1700883","0.532"
"GAPDH","BT-549","-0.150222","0.769"
"GAPDH","CAL-51","-0.1516026","0.446"
"GAPDH","CAMA-1","-0.2178364","0.657"
"GAPDH","EFM-19","-0.155994","0.421"
"GAPDH","HCC1143","-0.5446751","0.259"
"GAPDH","HCC1187","-0.2295024","0.578"
"GAPDH","HCC1395","-0.02452651","0.97"
"GAPDH","HCC1419","-0.06863686","0.832"
"GAPDH","HCC1428","-0.2309551","0.725"
"GAPDH","HCC1500","-0.150138","0.584"
"GAPDH","HCC1806","-0.447534","0.469"
"GAPDH","HCC1937","-0.3416176","0.142"
"GAPDH","HCC1954","-0.2645345","0.251"
"GAPDH","HCC38","-0.2995007","0.382"
"GAPDH","Hs 578T","-0.2902922","0.062"
"GAPDH","KPL-1","-0.1911317","0.115"
"GAPDH","MCF7","-0.1778121","0.105"
"GAPDH","MDA-MB-157","-0.3680393","0.11"
"GAPDH","MDA-MB-231","-0.2492342","0.37"
"GAPDH","MDA-MB-361","-0.1741354","0.551"
"GAPDH","MDA-MB-436","-0.372549","0.286"
"GAPDH","MDA-MB-453","0.01002324","0.797"
"GAPDH","MDA-MB-468","-0.03520954","0.806"
"GAPDH","SK-BR-3","-0.1870023","0.696"
"GAPDH","SW527","-0.2469615","0.161"
"GAPDH","T-47D","-0.1055814","0.823"
"GAPDH","ZR-75-1","-0.09985276","0.882"
"GAPDH","609050M","-0.36903","0.154"
"GAPDH","A2780","-0.05076051","0.537"
"GAPDH","A2780_CIS","-0.0387671","0.729"
"GAPDH","MM_OVCAR432_Bast_1","-0.6782947","0.405"
"GAPDH","OV-1946","-0.4656169","0.466"
"GAPDH","OV-90","-0.2043255","0.355"
"GAPDH","OVCA1369_TR","-1.92387","0.202"
"GAPDH","OVCA433_Bast","-0.3791358","0.759"
"GAPDH","OVCA5","-0.1841267","0.441"
